transcript	l_tr	l_utr5	l_cds	l_utr3
YJL100W_mRNA	2094	97	1821	176
YJL101C_mRNA	2471	156	2034	281
YJL102W_mRNA	2730	97	2457	176
YJL103C_mRNA	2172	113	1854	205
YJL104W_mRNA	671	53	447	171
YJL105W_mRNA	1953	97	1680	176
YJL106W_mRNA	2208	97	1935	176
YJL107C_mRNA	1434	97	1161	176
YJL108C_mRNA	1422	97	1149	176
YJL109C_mRNA	5580	97	5307	176
YJL110C_mRNA	1926	97	1653	176
YJL111W_mRNA	1839	56	1650	133
YJL112W_mRNA	2333	44	2142	147
YJL114W_mRNA	951	97	678	176
YJL115W_mRNA	1002	76	837	89
YJL116C_mRNA	1284	97	1011	176
YJL117W_mRNA	958	1	933	24
YJL118W_mRNA	930	97	657	176
YJL119C_mRNA	594	97	321	176
YJL120W_mRNA	594	97	321	176
YJL121C_mRNA	815	33	714	68
YJL122W_mRNA	717	29	525	163
YJL123C_mRNA	1546	40	1434	72
YJL124C_mRNA	964	172	516	276
YJL125C_mRNA	1315	58	1149	108
YJL126W_mRNA	1194	97	921	176
YJL127C_mRNA	2193	97	1920	176
YJL127C-B_mRNA	429	97	156	176
YJL127W-A_mRNA	387	97	114	176
YJL128C_mRNA	2277	97	2004	176
YJL129C_mRNA	3978	97	3705	176
YJL130C_mRNA	6980	162	6642	176
YJL131C_mRNA	1341	97	1068	176
YJL132W_mRNA	2523	97	2250	176
YJL133C-A_mRNA	495	97	222	176
YJL133W_mRNA	1215	97	942	176
YJL134W_mRNA	1500	97	1227	176
YJL135W_mRNA	588	97	315	176
YJL136C_mRNA	408	22	261	125
YJL136W-A_mRNA	354	97	81	176
YJL137C_mRNA	1413	97	1140	176
YJL138C_mRNA	1490	90	1185	215
YJL139C_mRNA	2179	55	1284	840
YJL140W_mRNA	815	99	663	53
YJL141C_mRNA	2694	97	2421	176
YJL142C_mRNA	663	97	390	176
YJL143W_mRNA	890	46	474	370
YJL144W_mRNA	585	97	312	176
YJL145W_mRNA	1155	97	882	176
YJL146W_mRNA	1680	97	1407	176
YJL147C_mRNA	1419	97	1146	176
YJL148W_mRNA	830	67	699	64
YJL149W_mRNA	2262	97	1989	176
YJL150W_mRNA	573	97	300	176
YJL151C_mRNA	481	33	399	49
YJL152W_mRNA	630	97	357	176
YJL153C_mRNA	1872	97	1599	176
YJL154C_mRNA	3105	97	2832	176
YJL155C_mRNA	1629	97	1356	176
YJL156C_mRNA	2370	97	2097	176
YJL156W-A_mRNA	492	97	219	176
YJL157C_mRNA	2763	97	2490	176
YJL158C_mRNA	1018	27	681	310
YJL159W_mRNA	1619	69	1239	311
YJL160C_mRNA	1134	97	861	176
YJL161W_mRNA	716	19	540	157
YJL162C_mRNA	2022	97	1749	176
YJL163C_mRNA	1938	97	1665	176
YJL164C_mRNA	1512	227	1191	94
YJL165C_mRNA	2838	97	2565	176
YJL166W_mRNA	620	111	282	227
YJL167W_mRNA	1244	56	1056	132
YJL168C_mRNA	2472	97	2199	176
YJL169W_mRNA	639	97	366	176
YJL170C_mRNA	900	97	627	176
YJL171C_mRNA	1398	32	1188	178
YJL172W_mRNA	1915	39	1728	148
YJL173C_mRNA	639	97	366	176
YJL174W_mRNA	1128	128	828	172
YJL175W_mRNA	783	97	510	176
YJL176C_mRNA	2748	97	2475	176
YJL177W_mRNA	862	101	552	209
YJL178C_mRNA	952	38	813	101
YJL179W_mRNA	536	68	327	141
YJL180C_mRNA	1069	5	975	89
YJL181W_mRNA	2106	97	1833	176
YJL182C_mRNA	588	97	315	176
YJL183W_mRNA	1451	75	1266	110
YJL184W_mRNA	662	207	369	86
YJL185C_mRNA	1152	97	879	176
YJL186W_mRNA	1943	37	1758	148
YJL187C_mRNA	2730	97	2457	176
YJL188C_mRNA	579	97	306	176
YJL189W_mRNA	426	97	153	176
YJL190C_mRNA	616	63	390	163
YJL191W_mRNA	675	84	414	177
YJL192C_mRNA	867	39	702	126
YJL193W_mRNA	1479	97	1206	176
YJL194W_mRNA	1812	97	1539	176
YJL195C_mRNA	972	97	699	176
YJL196C_mRNA	1057	23	930	104
YJL197C-A_mRNA	552	97	279	176
YJL197W_mRNA	4035	97	3762	176
YJL198W_mRNA	2758	30	2643	85
YJL199C_mRNA	597	97	324	176
YJL200C_mRNA	2640	97	2367	176
YJL201W_mRNA	2070	97	1797	176
YJL202C_mRNA	618	97	345	176
YJL203W_mRNA	1113	97	840	176
YJL204C_mRNA	2793	97	2520	176
YJL205C_mRNA	377	60	159	158
YJL206C_mRNA	2547	97	2274	176
YJL207C_mRNA	6315	97	6042	176
YJL208C_mRNA	1162	52	987	123
YJL209W_mRNA	2165	102	1962	101
YJL210W_mRNA	957	78	813	66
YJL211C_mRNA	714	97	441	176
YJL212C_mRNA	2670	97	2397	176
YJL213W_mRNA	1266	97	993	176
YJL214W_mRNA	1980	97	1707	176
YJL215C_mRNA	630	97	357	176
YJL216C_mRNA	2016	97	1743	176
YJL217W_mRNA	937	182	594	161
YJL218W_mRNA	811	53	588	170
YJL219W_mRNA	1974	97	1701	176
YJL220W_mRNA	723	97	450	176
YJL221C_mRNA	2040	97	1767	176
YJL222W_mRNA	4920	97	4647	176
YJL222W-A_mRNA	498	97	225	176
YJL222W-B_mRNA	408	97	135	176
YJL223C_mRNA	633	97	360	176
YJL225C_mRNA	5547	97	5274	176
YJL225W-A_mRNA	753	97	480	176
YJR001W_mRNA	2003	56	1806	141
YJR002W_mRNA	2168	15	1779	374
YJR003C_mRNA	1830	97	1557	176
YJR004C_mRNA	2223	97	1950	176
YJR005C-A_mRNA	552	97	279	176
YJR005W_mRNA	2373	97	2100	176
YJR006W_mRNA	1554	14	1461	79
YJR007W_mRNA	1171	89	912	170
YJR008W_mRNA	1248	151	1014	83
YJR009C_mRNA	1390	272	996	122
YJR010C-A_mRNA	555	97	282	176
YJR010W_mRNA	1806	97	1533	176
YJR011C_mRNA	907	45	783	79
YJR012C_mRNA	894	97	621	176
YJR013W_mRNA	1370	64	1209	97
YJR014W_mRNA	866	47	594	225
YJR015W_mRNA	1803	97	1530	176
YJR016C_mRNA	1908	15	1755	138
YJR017C_mRNA	783	97	510	176
YJR018W_mRNA	633	97	360	176
YJR019C_mRNA	1320	97	1047	176
YJR020W_mRNA	603	97	330	176
YJR021C_mRNA	1215	97	942	176
YJR022W_mRNA	600	97	327	176
YJR023C_mRNA	672	97	399	176
YJR024C_mRNA	1005	97	732	176
YJR025C_mRNA	899	213	531	155
YJR030C_mRNA	2508	97	2235	176
YJR031C_mRNA	4497	97	4224	176
YJR032W_mRNA	1452	97	1179	176
YJR033C_mRNA	4344	97	4071	176
YJR034W_mRNA	473	80	324	69
YJR035W_mRNA	3528	97	3255	176
YJR036C_mRNA	2949	97	2676	176
YJR037W_mRNA	654	97	381	176
YJR038C_mRNA	633	97	360	176
YJR039W_mRNA	3636	97	3363	176
YJR040W_mRNA	2444	44	2337	63
YJR041C_mRNA	3795	97	3522	176
YJR042W_mRNA	2362	23	2232	107
YJR043C_mRNA	1323	97	1050	176
YJR044C_mRNA	645	63	420	162
YJR045C_mRNA	2323	139	1962	222
YJR046W_mRNA	2085	97	1812	176
YJR047C_mRNA	744	97	471	176
YJR048W_mRNA	578	56	327	195
YJR049C_mRNA	1863	97	1590	176
YJR050W_mRNA	992	31	705	256
YJR051W_mRNA	1776	97	1503	176
YJR052W_mRNA	1968	97	1695	176
YJR053W_mRNA	1995	97	1722	176
YJR054W_mRNA	1764	97	1491	176
YJR055W_mRNA	765	97	492	176
YJR056C_mRNA	1025	190	708	127
YJR057W_mRNA	739	19	648	72
YJR058C_mRNA	714	97	441	176
YJR059W_mRNA	2642	61	2454	127
YJR060W_mRNA	1769	122	1053	594
YJR061W_mRNA	3078	97	2805	176
YJR062C_mRNA	1644	97	1371	176
YJR063W_mRNA	572	36	375	161
YJR064W_mRNA	1840	60	1686	94
YJR065C_mRNA	1537	39	1347	151
YJR066W_mRNA	7683	97	7410	176
YJR067C_mRNA	696	97	423	176
YJR068W_mRNA	1186	53	1059	74
YJR069C_mRNA	768	51	591	126
YJR070C_mRNA	1175	87	975	113
YJR071W_mRNA	639	97	366	176
YJR072C_mRNA	1279	57	1155	67
YJR073C_mRNA	891	97	618	176
YJR074W_mRNA	927	97	654	176
YJR075W_mRNA	1438	49	1188	201
YJR076C_mRNA	1424	48	1245	131
YJR077C_mRNA	1206	97	933	176
YJR078W_mRNA	1632	97	1359	176
YJR079W_mRNA	600	97	327	176
YJR080C_mRNA	1455	97	1182	176
YJR082C_mRNA	681	148	339	194
YJR083C_mRNA	1200	97	927	176
YJR084W_mRNA	1542	97	1269	176
YJR085C_mRNA	439	26	315	98
YJR086W_mRNA	603	97	330	176
YJR087W_mRNA	621	97	348	176
YJR088C_mRNA	1149	97	876	176
YJR089W_mRNA	3135	97	2862	176
YJR090C_mRNA	3726	97	3453	176
YJR091C_mRNA	3546	97	3273	176
YJR092W_mRNA	4614	97	4341	176
YJR093C_mRNA	1254	97	981	176
YJR094C_mRNA	1353	97	1080	176
YJR094W-A_mRNA	457	37	276	144
YJR095W_mRNA	1239	97	966	176
YJR096W_mRNA	1052	122	846	84
YJR097W_mRNA	789	97	516	176
YJR098C_mRNA	2241	97	1968	176
YJR099W_mRNA	880	90	708	82
YJR100C_mRNA	1127	60	981	86
YJR101W_mRNA	1071	97	798	176
YJR102C_mRNA	879	97	606	176
YJR103W_mRNA	2007	97	1734	176
YJR104C_mRNA	820	278	462	80
YJR105W_mRNA	1111	43	1020	48
YJR106W_mRNA	2448	97	2175	176
YJR107W_mRNA	1257	97	984	176
YJR108W_mRNA	642	97	369	176
YJR109C_mRNA	3527	91	3354	82
YJR110W_mRNA	2337	97	2064	176
YJR111C_mRNA	1122	97	849	176
YJR112W_mRNA	876	97	603	176
YJR112W-A_mRNA	458	20	327	111
YJR113C_mRNA	1014	97	741	176
YJR114W_mRNA	663	97	390	176
YJR115W_mRNA	780	97	507	176
YJR116W_mRNA	1110	97	837	176
YJR117W_mRNA	1491	30	1359	102
YJR118C_mRNA	795	63	609	123
YJR119C_mRNA	2457	97	2184	176
YJR120W_mRNA	621	97	348	176
YJR121W_mRNA	1806	97	1533	176
YJR122W_mRNA	1764	97	1491	176
YJR123W_mRNA	918	50	675	193
YJR124C_mRNA	1589	59	1344	186
YJR125C_mRNA	1351	60	1224	67
YJR126C_mRNA	2706	97	2433	176
YJR127C_mRNA	4413	97	4140	176
YJR128W_mRNA	630	97	357	176
YJR129C_mRNA	1290	97	1017	176
YJR130C_mRNA	2190	97	1917	176
YJR131W_mRNA	1733	28	1647	58
YJR132W_mRNA	3417	97	3144	176
YJR133W_mRNA	826	90	627	109
YJR134C_mRNA	2394	97	2121	176
YJR135C_mRNA	990	97	717	176
YJR135W-A_mRNA	600	25	261	314
YJR136C_mRNA	1536	97	1263	176
YJR137C_mRNA	4599	97	4326	176
YJR138W_mRNA	5025	97	4752	176
YJR139C_mRNA	1350	97	1077	176
YJR140C_mRNA	5217	97	4944	176
YJR140W-A_mRNA	420	97	147	176
YJR141W_mRNA	1314	97	1041	176
YJR142W_mRNA	1299	97	1026	176
YJR143C_mRNA	2559	97	2286	176
YJR144W_mRNA	949	67	807	75
YJR145C_mRNA	912	57	783	72
YJR146W_mRNA	624	97	351	176
YJR147W_mRNA	1347	97	1074	176
YJR148W_mRNA	1242	57	1128	57
YJR149W_mRNA	1485	97	1212	176
YJR150C_mRNA	1167	97	894	176
YJR151C_mRNA	3756	97	3483	176
YJR151W-A_mRNA	321	97	48	176
YJR152W_mRNA	1902	97	1629	176
YJR153W_mRNA	1356	97	1083	176
YJR154W_mRNA	1311	97	1038	176
YJR155W_mRNA	1137	97	864	176
YJR156C_mRNA	1293	97	1020	176
YJR157W_mRNA	633	97	360	176
YJR158W_mRNA	1974	97	1701	176
YJR159W_mRNA	1344	97	1071	176
YJR160C_mRNA	2079	97	1806	176
YJR161C_mRNA	1422	97	1149	176
YJR162C_mRNA	621	97	348	176
YKL001C_mRNA	838	116	606	116
YKL002W_mRNA	1012	77	696	239
YKL003C_mRNA	570	41	393	136
YKL004W_mRNA	1703	356	1203	144
YKL005C_mRNA	2055	97	1782	176
YKL006C-A_mRNA	412	49	291	72
YKL006W_mRNA	691	160	414	117
YKL007W_mRNA	981	36	804	141
YKL008C_mRNA	1527	97	1254	176
YKL009W_mRNA	896	69	708	119
YKL010C_mRNA	4722	97	4449	176
YKL011C_mRNA	1166	13	1059	94
YKL012W_mRNA	2022	97	1749	176
YKL013C_mRNA	805	45	513	247
YKL014C_mRNA	5565	97	5292	176
YKL015W_mRNA	3140	98	2937	105
YKL016C_mRNA	753	96	522	135
YKL017C_mRNA	2322	97	2049	176
YKL018C-A_mRNA	502	53	297	152
YKL018W_mRNA	1260	97	987	176
YKL019W_mRNA	1221	97	948	176
YKL020C_mRNA	3519	97	3246	176
YKL021C_mRNA	1677	97	1404	176
YKL022C_mRNA	2793	97	2520	176
YKL023C-A_mRNA	498	97	225	176
YKL023W_mRNA	1104	97	831	176
YKL024C_mRNA	885	97	612	176
YKL025C_mRNA	2128	28	2037	63
YKL026C_mRNA	829	144	501	184
YKL027W_mRNA	1614	97	1341	176
YKL028W_mRNA	1805	49	1446	310
YKL029C_mRNA	2161	37	2007	117
YKL030W_mRNA	876	97	603	176
YKL031W_mRNA	684	97	411	176
YKL032C_mRNA	2064	97	1791	176
YKL033W_mRNA	3387	97	3114	176
YKL033W-A_mRNA	887	106	708	73
YKL034W_mRNA	2481	91	2274	116
YKL035W_mRNA	1799	131	1497	171
YKL036C_mRNA	663	97	390	176
YKL037W_mRNA	627	97	354	176
YKL038W_mRNA	3783	97	3510	176
YKL039W_mRNA	1990	165	1569	256
YKL040C_mRNA	1058	62	768	228
YKL041W_mRNA	1018	94	672	252
YKL042W_mRNA	1362	97	1089	176
YKL043W_mRNA	1525	267	1098	160
YKL044W_mRNA	591	97	318	176
YKL045W_mRNA	1799	73	1584	142
YKL046C_mRNA	1620	97	1347	176
YKL047W_mRNA	1688	57	1548	83
YKL048C_mRNA	2189	85	1920	184
YKL049C_mRNA	960	97	687	176
YKL050C_mRNA	3039	97	2766	176
YKL051W_mRNA	1536	100	1059	377
YKL052C_mRNA	995	42	876	77
YKL053C-A_mRNA	464	86	258	120
YKL053W_mRNA	645	97	372	176
YKL054C_mRNA	2487	97	2214	176
YKL055C_mRNA	1107	97	834	176
YKL056C_mRNA	916	147	501	268
YKL057C_mRNA	3384	97	3111	176
YKL058W_mRNA	780	52	366	362
YKL059C_mRNA	1556	52	1323	181
YKL060C_mRNA	1273	54	1077	142
YKL061W_mRNA	637	30	339	268
YKL062W_mRNA	2163	97	1890	176
YKL063C_mRNA	871	196	501	174
YKL064W_mRNA	3180	97	2907	176
YKL065C_mRNA	840	75	618	147
YKL065W-A_mRNA	492	97	219	176
YKL066W_mRNA	714	97	441	176
YKL067W_mRNA	797	141	459	197
YKL068W_mRNA	3118	120	2877	121
YKL068W-A_mRNA	616	45	234	337
YKL069W_mRNA	610	30	540	40
YKL070W_mRNA	780	97	507	176
YKL071W_mRNA	1041	97	768	176
YKL072W_mRNA	2571	97	2298	176
YKL073W_mRNA	2783	44	2643	96
YKL074C_mRNA	1691	24	1581	86
YKL075C_mRNA	1623	97	1350	176
YKL076C_mRNA	654	97	381	176
YKL077W_mRNA	1553	113	1176	264
YKL078W_mRNA	2326	22	2205	99
YKL079W_mRNA	2241	97	1968	176
YKL080W_mRNA	1364	95	1176	93
YKL081W_mRNA	1541	44	1236	261
YKL082C_mRNA	1495	50	1302	143
YKL083W_mRNA	885	97	612	176
YKL084W_mRNA	621	97	348	176
YKL085W_mRNA	1549	156	1002	391
YKL086W_mRNA	493	18	381	94
YKL087C_mRNA	962	99	672	191
YKL088W_mRNA	1947	21	1713	213
YKL089W_mRNA	1883	12	1647	224
YKL090W_mRNA	1528	26	1329	173
YKL091C_mRNA	1203	97	930	176
YKL092C_mRNA	3585	97	3312	176
YKL093W_mRNA	1290	97	1017	176
YKL094W_mRNA	1054	23	939	92
YKL095W_mRNA	1107	97	834	176
YKL096C-B_mRNA	420	97	147	176
YKL096W_mRNA	881	52	717	112
YKL096W-A_mRNA	557	86	276	195
YKL097C_mRNA	681	97	408	176
YKL098W_mRNA	1210	52	1071	87
YKL099C_mRNA	919	80	750	89
YKL100C_mRNA	2034	97	1761	176
YKL100W-A_mRNA	360	97	87	176
YKL101W_mRNA	4827	97	4554	176
YKL102C_mRNA	576	97	303	176
YKL103C_mRNA	1856	70	1542	244
YKL104C_mRNA	2424	97	2151	176
YKL105C_mRNA	3669	97	3396	176
YKL106C-A_mRNA	390	97	117	176
YKL106W_mRNA	1626	97	1353	176
YKL107W_mRNA	1200	97	927	176
YKL108W_mRNA	1514	23	1359	132
YKL109W_mRNA	2392	367	1662	363
YKL110C_mRNA	1290	232	939	119
YKL111C_mRNA	606	97	333	176
YKL112W_mRNA	2466	97	2193	176
YKL113C_mRNA	1306	49	1146	111
YKL114C_mRNA	1374	97	1101	176
YKL115C_mRNA	663	97	390	176
YKL116C_mRNA	1827	97	1554	176
YKL117W_mRNA	923	53	648	222
YKL118W_mRNA	582	97	309	176
YKL119C_mRNA	918	97	645	176
YKL120W_mRNA	1333	163	972	198
YKL121W_mRNA	2829	97	2556	176
YKL122C_mRNA	638	52	501	85
YKL123W_mRNA	651	97	378	176
YKL124W_mRNA	2010	97	1737	176
YKL125W_mRNA	2161	118	1881	162
YKL126W_mRNA	2313	97	2040	176
YKL127W_mRNA	1907	40	1710	157
YKL128C_mRNA	1158	97	885	176
YKL129C_mRNA	4089	97	3816	176
YKL130C_mRNA	946	50	738	158
YKL131W_mRNA	792	97	519	176
YKL132C_mRNA	1637	200	1290	147
YKL133C_mRNA	1452	13	1389	50
YKL134C_mRNA	2589	97	2316	176
YKL135C_mRNA	2451	97	2178	176
YKL136W_mRNA	669	97	396	176
YKL137W_mRNA	559	52	333	174
YKL138C_mRNA	648	129	393	126
YKL138C-A_mRNA	576	57	207	312
YKL139W_mRNA	1813	195	1584	34
YKL140W_mRNA	1917	97	1644	176
YKL141W_mRNA	769	42	594	133
YKL142W_mRNA	897	97	657	143
YKL143W_mRNA	1590	54	1389	147
YKL144C_mRNA	854	88	636	130
YKL145W_mRNA	1674	97	1401	176
YKL145W-A_mRNA	363	97	90	176
YKL146W_mRNA	2192	21	2076	95
YKL147C_mRNA	888	97	615	176
YKL148C_mRNA	2263	152	1920	191
YKL149C_mRNA	1488	97	1215	176
YKL150W_mRNA	1235	153	906	176
YKL151C_mRNA	1284	97	1011	176
YKL152C_mRNA	949	40	741	168
YKL153W_mRNA	780	97	507	176
YKL154W_mRNA	1005	97	732	176
YKL155C_mRNA	2157	97	1884	176
YKL156C-A_mRNA	387	97	114	176
YKL156W_mRNA	509	23	246	240
YKL157W_mRNA	3037	34	2856	147
YKL159C_mRNA	762	28	633	101
YKL160W_mRNA	588	55	435	98
YKL161C_mRNA	1572	97	1299	176
YKL162C_mRNA	1479	97	1206	176
YKL162C-A_mRNA	423	97	150	176
YKL163W_mRNA	1248	97	975	176
YKL164C_mRNA	1370	81	1023	266
YKL165C_mRNA	3030	97	2757	176
YKL165C-A_mRNA	504	97	231	176
YKL166C_mRNA	1467	97	1194	176
YKL167C_mRNA	638	26	411	201
YKL168C_mRNA	2445	97	2172	176
YKL169C_mRNA	654	97	381	176
YKL170W_mRNA	692	101	414	177
YKL171W_mRNA	3057	97	2784	176
YKL172W_mRNA	1554	97	1281	176
YKL173W_mRNA	3148	18	3024	106
YKL174C_mRNA	2127	97	1854	176
YKL175W_mRNA	1635	46	1509	80
YKL176C_mRNA	2757	97	2484	176
YKL177W_mRNA	609	97	336	176
YKL178C_mRNA	1683	97	1410	176
YKL179C_mRNA	2310	97	2037	176
YKL180W_mRNA	735	48	552	135
YKL181W_mRNA	1617	205	1281	131
YKL182W_mRNA	6426	97	6153	176
YKL183C-A_mRNA	483	97	210	176
YKL183W_mRNA	1191	97	918	176
YKL184W_mRNA	1671	97	1398	176
YKL185W_mRNA	2245	359	1764	122
YKL186C_mRNA	838	110	552	176
YKL187C_mRNA	2523	97	2250	176
YKL188C_mRNA	2832	97	2559	176
YKL189W_mRNA	1429	94	1197	138
YKL190W_mRNA	739	38	525	176
YKL191W_mRNA	1875	97	1602	176
YKL192C_mRNA	575	60	375	140
YKL193C_mRNA	1287	97	1014	176
YKL194C_mRNA	1648	50	1386	212
YKL195W_mRNA	1425	51	1209	165
YKL196C_mRNA	857	76	600	181
YKL197C_mRNA	3402	97	3129	176
YKL198C_mRNA	2259	97	1986	176
YKL201C_mRNA	3807	97	3534	176
YKL202W_mRNA	852	97	579	176
YKL203C_mRNA	7695	97	7422	176
YKL204W_mRNA	2076	26	1896	154
YKL205W_mRNA	3573	97	3300	176
YKL206C_mRNA	928	35	801	92
YKL207W_mRNA	889	31	759	99
YKL208W_mRNA	930	36	813	81
YKL209C_mRNA	4143	97	3870	176
YKL210W_mRNA	3345	97	3072	176
YKL211C_mRNA	1725	97	1452	176
YKL212W_mRNA	2142	97	1869	176
YKL213C_mRNA	2261	38	2145	78
YKL214C_mRNA	708	56	609	43
YKL215C_mRNA	4131	97	3858	176
YKL216W_mRNA	1282	42	942	298
YKL217W_mRNA	2036	51	1848	137
YKL218C_mRNA	1310	129	978	203
YKL219W_mRNA	1494	97	1221	176
YKL220C_mRNA	2406	97	2133	176
YKL221W_mRNA	1692	97	1419	176
YKL222C_mRNA	2388	97	2115	176
YKL223W_mRNA	603	97	330	176
YKL224C_mRNA	642	97	369	176
YKL225W_mRNA	618	97	345	176
YKR001C_mRNA	2413	68	2112	233
YKR002W_mRNA	2004	242	1704	58
YKR003W_mRNA	1527	108	1344	75
YKR004C_mRNA	1404	97	1131	176
YKR005C_mRNA	1848	97	1575	176
YKR006C_mRNA	873	11	792	70
YKR007W_mRNA	662	23	552	87
YKR008W_mRNA	1990	27	1875	88
YKR009C_mRNA	2973	97	2700	176
YKR010C_mRNA	2557	114	2313	130
YKR011C_mRNA	1332	97	1059	176
YKR012C_mRNA	648	97	375	176
YKR013W_mRNA	1260	97	987	176
YKR014C_mRNA	952	152	702	98
YKR015C_mRNA	1977	97	1704	176
YKR016W_mRNA	1900	46	1620	234
YKR017C_mRNA	1926	97	1653	176
YKR018C_mRNA	2321	39	2175	107
YKR019C_mRNA	2045	90	1845	110
YKR020W_mRNA	765	97	492	176
YKR021W_mRNA	3018	97	2745	176
YKR022C_mRNA	1239	97	966	176
YKR023W_mRNA	1702	48	1590	64
YKR024C_mRNA	2499	97	2226	176
YKR025W_mRNA	1006	50	846	110
YKR026C_mRNA	1188	97	915	176
YKR027W_mRNA	2484	99	2295	90
YKR028W_mRNA	3372	97	3099	176
YKR029C_mRNA	2526	97	2253	176
YKR030W_mRNA	984	46	819	119
YKR031C_mRNA	5322	97	5049	176
YKR032W_mRNA	585	97	312	176
YKR033C_mRNA	696	97	423	176
YKR034W_mRNA	1080	97	807	176
YKR035C_mRNA	912	97	639	176
YKR035W-A_mRNA	776	38	612	126
YKR036C_mRNA	2202	97	1929	176
YKR037C_mRNA	1158	97	885	176
YKR038C_mRNA	1299	29	1158	112
YKR039W_mRNA	1978	43	1806	129
YKR040C_mRNA	774	97	501	176
YKR041W_mRNA	1023	97	750	176
YKR042W_mRNA	1549	217	1095	237
YKR043C_mRNA	995	46	813	136
YKR044W_mRNA	1464	69	1329	66
YKR045C_mRNA	822	97	549	176
YKR046C_mRNA	1122	97	849	176
YKR047W_mRNA	576	97	303	176
YKR048C_mRNA	1414	28	1251	135
YKR049C_mRNA	509	35	399	75
YKR050W_mRNA	2940	97	2667	176
YKR051W_mRNA	1444	117	1254	73
YKR052C_mRNA	1370	98	912	360
YKR053C_mRNA	1485	97	1212	176
YKR054C_mRNA	12549	97	12276	176
YKR055W_mRNA	1146	97	873	176
YKR056W_mRNA	2190	97	1917	176
YKR057W_mRNA	571	45	261	265
YKR058W_mRNA	2121	97	1848	176
YKR059W_mRNA	1354	55	1185	114
YKR060W_mRNA	917	27	822	68
YKR061W_mRNA	1548	97	1275	176
YKR062W_mRNA	1257	97	984	176
YKR063C_mRNA	1607	11	1506	90
YKR064W_mRNA	2862	97	2589	176
YKR065C_mRNA	727	38	591	98
YKR066C_mRNA	1213	20	1083	110
YKR067W_mRNA	2526	139	2229	158
YKR068C_mRNA	787	60	579	148
YKR069W_mRNA	1962	153	1779	30
YKR070W_mRNA	1329	97	1056	176
YKR071C_mRNA	1350	58	1044	248
YKR072C_mRNA	1959	97	1686	176
YKR073C_mRNA	591	97	318	176
YKR074W_mRNA	685	44	465	176
YKR075C_mRNA	1194	97	921	176
YKR075W-A_mRNA	540	97	267	176
YKR076W_mRNA	1178	25	1110	43
YKR077W_mRNA	1362	97	1089	176
YKR078W_mRNA	2028	97	1755	176
YKR079C_mRNA	2787	97	2514	176
YKR080W_mRNA	1270	157	960	153
YKR081C_mRNA	1149	29	1032	88
YKR082W_mRNA	3744	97	3471	176
YKR083C_mRNA	672	97	399	176
YKR084C_mRNA	2009	71	1833	105
YKR085C_mRNA	693	25	585	83
YKR086W_mRNA	3486	97	3213	176
YKR087C_mRNA	1119	22	1035	62
YKR088C_mRNA	1284	97	1011	176
YKR089C_mRNA	3003	97	2730	176
YKR090W_mRNA	2466	154	2118	194
YKR091W_mRNA	1011	97	738	176
YKR092C_mRNA	1491	97	1218	176
YKR093W_mRNA	2076	97	1803	176
YKR094C_mRNA	653	83	384	186
YKR095W_mRNA	5898	97	5625	176
YKR095W-A_mRNA	434	46	264	124
YKR096W_mRNA	3858	97	3585	176
YKR097W_mRNA	2013	141	1647	225
YKR098C_mRNA	2424	97	2151	176
YKR099W_mRNA	2706	97	2433	176
YKR100C_mRNA	1338	97	1065	176
YKR101W_mRNA	2202	5	1962	235
YKR102W_mRNA	3780	97	3507	176
YKR103W_mRNA	3927	97	3654	176
YKR104W_mRNA	1191	97	918	176
YKR105C_mRNA	2019	97	1746	176
YKR106W_mRNA	2118	97	1845	176
YLL001W_mRNA	2482	41	2271	170
YLL002W_mRNA	1416	41	1308	67
YLL003W_mRNA	3111	97	2838	176
YLL004W_mRNA	1951	6	1848	97
YLL005C_mRNA	2877	97	2604	176
YLL006W_mRNA	1354	38	1278	38
YLL006W-A_mRNA	447	97	174	176
YLL007C_mRNA	2264	81	1995	188
YLL008W_mRNA	2400	30	2256	114
YLL009C_mRNA	436	58	207	171
YLL010C_mRNA	1554	97	1281	176
YLL011W_mRNA	1598	11	1467	120
YLL012W_mRNA	1828	42	1719	67
YLL013C_mRNA	2910	97	2637	176
YLL014W_mRNA	511	18	324	169
YLL015W_mRNA	4950	97	4677	176
YLL018C_mRNA	1899	63	1671	165
YLL018C-A_mRNA	567	97	294	176
YLL019C_mRNA	2484	97	2211	176
YLL019W-A_mRNA	363	97	90	176
YLL020C_mRNA	576	97	303	176
YLL021W_mRNA	4671	97	4398	176
YLL022C_mRNA	1428	97	1155	176
YLL023C_mRNA	950	53	837	60
YLL024C_mRNA	2072	30	1917	125
YLL025W_mRNA	645	97	372	176
YLL026W_mRNA	2873	56	2724	93
YLL027W_mRNA	1079	212	750	117
YLL028W_mRNA	2031	97	1758	176
YLL029W_mRNA	2471	124	2247	100
YLL030C_mRNA	612	97	339	176
YLL031C_mRNA	3324	97	3051	176
YLL032C_mRNA	2748	97	2475	176
YLL033W_mRNA	963	97	690	176
YLL034C_mRNA	2784	97	2511	176
YLL035W_mRNA	2169	97	1896	176
YLL036C_mRNA	1782	97	1509	176
YLL037W_mRNA	651	97	378	176
YLL038C_mRNA	1014	97	741	176
YLL039C_mRNA	1416	97	1143	176
YLL040C_mRNA	9705	97	9432	176
YLL041C_mRNA	1168	50	798	320
